type,Latitude,Longitude,y_proj,x_proj,altitude,time,ltime,Position Format,Map Datum,Map Spheriod
TRACK,0.030570226,-78.86651156,0.030570226,-78.86651156,1164.38,2017/10/31 13:24:18+00,10/31/2017 8:24,UTM UPS,WGS 84,WGS 84
TRACK,0.030589756,-78.86638289,0.030589756,-78.86638289,1163.77,2017/10/31 13:26:40+00,10/31/2017 8:26,UTM UPS,WGS 84,WGS 84
TRACK,0.030603837,-78.8663818,0.030603837,-78.8663818,1163.69,2017/10/31 13:26:42+00,10/31/2017 8:26,UTM UPS,WGS 84,WGS 84
TRACK,0.03061532,-78.86638214,0.03061532,-78.86638214,1163.65,2017/10/31 13:26:43+00,10/31/2017 8:26,UTM UPS,WGS 84,WGS 84
TRACK,0.030623283,-78.86637946,0.030623283,-78.86637946,1163.64,2017/10/31 13:26:44+00,10/31/2017 8:26,UTM UPS,WGS 84,WGS 84
TRACK,0.030638622,-78.86637518,0.030638622,-78.86637518,1163.11,2017/10/31 13:26:46+00,10/31/2017 8:26,UTM UPS,WGS 84,WGS 84
TRACK,0.030652201,-78.86637074,0.030652201,-78.86637074,1163.1,2017/10/31 13:26:48+00,10/31/2017 8:26,UTM UPS,WGS 84,WGS 84
TRACK,0.030670138,-78.86636613,0.030670138,-78.86636613,1162.85,2017/10/31 13:26:50+00,10/31/2017 8:26,UTM UPS,WGS 84,WGS 84
TRACK,0.030681957,-78.86636429,0.030681957,-78.86636429,1162.85,2017/10/31 13:26:51+00,10/31/2017 8:26,UTM UPS,WGS 84,WGS 84
TRACK,0.030692266,-78.86636294,0.030692266,-78.86636294,1162.62,2017/10/31 13:26:52+00,10/31/2017 8:26,UTM UPS,WGS 84,WGS 84
TRACK,0.030702408,-78.86636211,0.030702408,-78.86636211,1162.5,2017/10/31 13:26:53+00,10/31/2017 8:26,UTM UPS,WGS 84,WGS 84
TRACK,0.030711545,-78.86635942,0.030711545,-78.86635942,1162.2,2017/10/31 13:26:54+00,10/31/2017 8:26,UTM UPS,WGS 84,WGS 84
TRACK,0.030722609,-78.86636361,0.030722609,-78.86636361,1162.15,2017/10/31 13:26:55+00,10/31/2017 8:26,UTM UPS,WGS 84,WGS 84
TRACK,0.030744905,-78.86636864,0.030744905,-78.86636864,1162.1,2017/10/31 13:26:57+00,10/31/2017 8:26,UTM UPS,WGS 84,WGS 84
TRACK,0.030752616,-78.86636596,0.030752616,-78.86636596,1161.92,2017/10/31 13:26:58+00,10/31/2017 8:26,UTM UPS,WGS 84,WGS 84
TRACK,0.030765859,-78.86635347,0.030765859,-78.86635347,1161.58,2017/10/31 13:27:00+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.03078606,-78.86634442,0.03078606,-78.86634442,1161.2,2017/10/31 13:27:02+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.030802237,-78.86633813,0.030802237,-78.86633813,1160.76,2017/10/31 13:27:04+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.030829227,-78.86632984,0.030829227,-78.86632984,1160.32,2017/10/31 13:27:06+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.0308563,-78.86632623,0.0308563,-78.86632623,1159.81,2017/10/31 13:27:08+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.030868035,-78.8663238,0.030868035,-78.8663238,1159.66,2017/10/31 13:27:09+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.030881446,-78.86632246,0.030881446,-78.86632246,1159.52,2017/10/31 13:27:10+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.030901898,-78.86631986,0.030901898,-78.86631986,1159.12,2017/10/31 13:27:12+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.03091556,-78.86631525,0.03091556,-78.86631525,1158.98,2017/10/31 13:27:14+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.030927798,-78.86630838,0.030927798,-78.86630838,1158.4,2017/10/31 13:27:16+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.030937688,-78.86629907,0.030937688,-78.86629907,1158.03,2017/10/31 13:27:18+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.030951183,-78.86629597,0.030951183,-78.86629597,1157.88,2017/10/31 13:27:20+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.03097415,-78.86628835,0.03097415,-78.86628835,1157.63,2017/10/31 13:27:22+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031000134,-78.86628348,0.031000134,-78.86628348,1157.08,2017/10/31 13:27:24+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031010946,-78.86627812,0.031010946,-78.86627812,1156.99,2017/10/31 13:27:25+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031019831,-78.8662725,0.031019831,-78.8662725,1157.12,2017/10/31 13:27:26+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.03102662,-78.86627016,0.03102662,-78.86627016,1157.01,2017/10/31 13:27:27+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031050006,-78.86625641,0.031050006,-78.86625641,1156.77,2017/10/31 13:27:29+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031070877,-78.86625079,0.031070877,-78.86625079,1156.81,2017/10/31 13:27:31+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031090993,-78.86624283,0.031090993,-78.86624283,1156.86,2017/10/31 13:27:33+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.03110759,-78.86623747,0.03110759,-78.86623747,1156.85,2017/10/31 13:27:35+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031132903,-78.8662311,0.031132903,-78.8662311,1157.02,2017/10/31 13:27:37+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031148829,-78.86622179,0.031148829,-78.86622179,1156.93,2017/10/31 13:27:39+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.03117146,-78.86621182,0.03117146,-78.86621182,1157.27,2017/10/31 13:27:41+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031192415,-78.86620352,0.031192415,-78.86620352,1157.28,2017/10/31 13:27:43+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.03121228,-78.86619841,0.03121228,-78.86619841,1157.39,2017/10/31 13:27:45+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031247735,-78.86619849,0.031247735,-78.86619849,1157.53,2017/10/31 13:27:47+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031278413,-78.8661974,0.031278413,-78.8661974,1157.95,2017/10/31 13:27:49+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031300206,-78.86619128,0.031300206,-78.86619128,1157.81,2017/10/31 13:27:51+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.0313251,-78.86618843,0.0313251,-78.86618843,1157.61,2017/10/31 13:27:53+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031337254,-78.86618609,0.031337254,-78.86618609,1159.16,2017/10/31 13:27:55+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031343205,-78.86617502,0.031343205,-78.86617502,1158.64,2017/10/31 13:27:57+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031356029,-78.86617318,0.031356029,-78.86617318,1159.01,2017/10/31 13:27:59+00,10/31/2017 8:27,UTM UPS,WGS 84,WGS 84
TRACK,0.031372039,-78.86617335,0.031372039,-78.86617335,1159.14,2017/10/31 13:28:01+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031378241,-78.86616949,0.031378241,-78.86616949,1159.09,2017/10/31 13:28:03+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031391569,-78.86616496,0.031391569,-78.86616496,1159.06,2017/10/31 13:28:05+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031401292,-78.86616345,0.031401292,-78.86616345,1159.68,2017/10/31 13:28:07+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.03141135,-78.86616371,0.03141135,-78.86616371,1158.73,2017/10/31 13:28:09+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031422498,-78.86616857,0.031422498,-78.86616857,1160.18,2017/10/31 13:28:10+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031428868,-78.86616915,0.031428868,-78.86616915,1159.42,2017/10/31 13:28:11+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.03143549,-78.86616597,0.03143549,-78.86616597,1159.27,2017/10/31 13:28:13+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031451248,-78.86615876,0.031451248,-78.86615876,1159.28,2017/10/31 13:28:15+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031459881,-78.86615541,0.031459881,-78.86615541,1159.28,2017/10/31 13:28:16+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031471448,-78.86614962,0.031471448,-78.86614962,1159.27,2017/10/31 13:28:18+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031479746,-78.86614812,0.031479746,-78.86614812,1159.23,2017/10/31 13:28:20+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031489469,-78.86614527,0.031489469,-78.86614527,1159.44,2017/10/31 13:28:23+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031498857,-78.86614451,0.031498857,-78.86614451,1159.43,2017/10/31 13:28:29+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031508496,-78.86614652,0.031508496,-78.86614652,1159.42,2017/10/31 13:28:31+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031517968,-78.86614828,0.031517968,-78.86614828,1159.42,2017/10/31 13:28:33+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031524673,-78.86614602,0.031524673,-78.86614602,1159.42,2017/10/31 13:28:35+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031537917,-78.86614141,0.031537917,-78.86614141,1159.3,2017/10/31 13:28:46+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031546634,-78.86613839,0.031546634,-78.86613839,1159.15,2017/10/31 13:28:49+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031554597,-78.86613412,0.031554597,-78.86613412,1159.28,2017/10/31 13:28:52+00,10/31/2017 8:28,UTM UPS,WGS 84,WGS 84
TRACK,0.031570941,-78.86612305,0.031570941,-78.86612305,1159.19,2017/10/31 13:29:04+00,10/31/2017 8:29,UTM UPS,WGS 84,WGS 84
TRACK,0.031584352,-78.86612037,0.031584352,-78.86612037,1159.21,2017/10/31 13:29:09+00,10/31/2017 8:29,UTM UPS,WGS 84,WGS 84
TRACK,0.031594662,-78.86611886,0.031594662,-78.86611886,1159.25,2017/10/31 13:29:13+00,10/31/2017 8:29,UTM UPS,WGS 84,WGS 84
TRACK,0.031643864,-78.86611124,0.031643864,-78.86611124,1159.99,2017/10/31 13:30:55+00,10/31/2017 8:30,UTM UPS,WGS 84,WGS 84
TRACK,0.031655934,-78.86612733,0.031655934,-78.86612733,1160.05,2017/10/31 13:31:56+00,10/31/2017 8:31,UTM UPS,WGS 84,WGS 84
TRACK,0.031633806,-78.86613487,0.031633806,-78.86613487,1160.11,2017/10/31 13:32:11+00,10/31/2017 8:32,UTM UPS,WGS 84,WGS 84
TRACK,0.031634476,-78.86610989,0.031634476,-78.86610989,1160.5,2017/10/31 13:32:45+00,10/31/2017 8:32,UTM UPS,WGS 84,WGS 84
TRACK,0.031648558,-78.86610596,0.031648558,-78.86610596,1159.86,2017/10/31 13:32:49+00,10/31/2017 8:32,UTM UPS,WGS 84,WGS 84
TRACK,0.031658951,-78.86611157,0.031658951,-78.86611157,1159.79,2017/10/31 13:32:51+00,10/31/2017 8:32,UTM UPS,WGS 84,WGS 84
TRACK,0.031668423,-78.8661202,0.031668423,-78.8661202,1159.71,2017/10/31 13:32:53+00,10/31/2017 8:32,UTM UPS,WGS 84,WGS 84
TRACK,0.031679571,-78.86612691,0.031679571,-78.86612691,1158.85,2017/10/31 13:32:55+00,10/31/2017 8:32,UTM UPS,WGS 84,WGS 84
TRACK,0.031679068,-78.86612398,0.031679068,-78.86612398,1158.79,2017/10/31 13:32:57+00,10/31/2017 8:32,UTM UPS,WGS 84,WGS 84
TRACK,0.031682672,-78.8661218,0.031682672,-78.8661218,1158.58,2017/10/31 13:32:59+00,10/31/2017 8:32,UTM UPS,WGS 84,WGS 84
TRACK,0.031692395,-78.866113,0.031692395,-78.866113,1158.15,2017/10/31 13:33:01+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031698849,-78.86610352,0.031698849,-78.86610352,1158.26,2017/10/31 13:33:03+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031704633,-78.86608751,0.031704633,-78.86608751,1158.02,2017/10/31 13:33:05+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031711925,-78.86607427,0.031711925,-78.86607427,1157.43,2017/10/31 13:33:07+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031714104,-78.86606933,0.031714104,-78.86606933,1157.31,2017/10/31 13:33:08+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031720977,-78.86606053,0.031720977,-78.86606053,1156.97,2017/10/31 13:33:10+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031720223,-78.86605265,0.031720223,-78.86605265,1156.89,2017/10/31 13:33:11+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031724162,-78.86604586,0.031724162,-78.86604586,1156.67,2017/10/31 13:33:12+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031727767,-78.86603873,0.031727767,-78.86603873,1156.31,2017/10/31 13:33:13+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031736651,-78.86601795,0.031736651,-78.86601795,1156.18,2017/10/31 13:33:15+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031742686,-78.86601032,0.031742686,-78.86601032,1155.87,2017/10/31 13:33:16+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031746123,-78.8659923,0.031746123,-78.8659923,1155.47,2017/10/31 13:33:18+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031739837,-78.86597645,0.031739837,-78.86597645,1155.47,2017/10/31 13:33:20+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031734724,-78.86596874,0.031734724,-78.86596874,1155.37,2017/10/31 13:33:21+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.03172542,-78.86596128,0.03172542,-78.86596128,1155.19,2017/10/31 13:33:23+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031716032,-78.86595055,0.031716032,-78.86595055,1154.93,2017/10/31 13:33:25+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031709494,-78.8659389,0.031709494,-78.8659389,1154.74,2017/10/31 13:33:27+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031697257,-78.86591929,0.031697257,-78.86591929,1154.31,2017/10/31 13:33:29+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031696418,-78.86591108,0.031696418,-78.86591108,1154.13,2017/10/31 13:33:30+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031698179,-78.86589498,0.031698179,-78.86589498,1153.84,2017/10/31 13:33:32+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031709494,-78.86589155,0.031709494,-78.86589155,1153.33,2017/10/31 13:33:34+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031726928,-78.86589146,0.031726928,-78.86589146,1152.98,2017/10/31 13:33:36+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031736735,-78.86589129,0.031736735,-78.86589129,1152.67,2017/10/31 13:33:37+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031747129,-78.86589079,0.031747129,-78.86589079,1152.61,2017/10/31 13:33:38+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031760875,-78.86588811,0.031760875,-78.86588811,1152.26,2017/10/31 13:33:40+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031780405,-78.86588476,0.031780405,-78.86588476,1151.75,2017/10/31 13:33:42+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031796582,-78.86588434,0.031796582,-78.86588434,1151.53,2017/10/31 13:33:44+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031817369,-78.8658954,0.031817369,-78.8658954,1151.21,2017/10/31 13:33:46+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031824661,-78.8659037,0.031824661,-78.8659037,1151.23,2017/10/31 13:33:47+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031828769,-78.86591175,0.031828769,-78.86591175,1151.08,2017/10/31 13:33:48+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031834971,-78.8659208,0.031834971,-78.8659208,1150.88,2017/10/31 13:33:49+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031841593,-78.86592926,0.031841593,-78.86592926,1150.75,2017/10/31 13:33:50+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031845113,-78.8659389,0.031845113,-78.8659389,1150.58,2017/10/31 13:33:51+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031849472,-78.86594846,0.031849472,-78.86594846,1150.42,2017/10/31 13:33:52+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031858776,-78.86596346,0.031858776,-78.86596346,1150.22,2017/10/31 13:33:54+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031871935,-78.86597319,0.031871935,-78.86597319,1149.9,2017/10/31 13:33:56+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031886185,-78.86598718,0.031886185,-78.86598718,1149.53,2017/10/31 13:33:58+00,10/31/2017 8:33,UTM UPS,WGS 84,WGS 84
TRACK,0.031896913,-78.86600286,0.031896913,-78.86600286,1148.97,2017/10/31 13:34:00+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.03190211,-78.8660073,0.03190211,-78.8660073,1148.68,2017/10/31 13:34:02+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.031920886,-78.86598635,0.031920886,-78.86598635,1147.96,2017/10/31 13:34:05+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.031932956,-78.86597017,0.031932956,-78.86597017,1147.6,2017/10/31 13:34:07+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.031939326,-78.86595542,0.031939326,-78.86595542,1146.77,2017/10/31 13:34:09+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.031945864,-78.8659467,0.031945864,-78.8659467,1146.58,2017/10/31 13:34:11+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.031951144,-78.86593538,0.031951144,-78.86593538,1146.18,2017/10/31 13:34:13+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.031960616,-78.86592683,0.031960616,-78.86592683,1145.7,2017/10/31 13:34:15+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.03196137,-78.86591669,0.03196137,-78.86591669,1145.41,2017/10/31 13:34:17+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.031965394,-78.86590571,0.031965394,-78.86590571,1145,2017/10/31 13:34:20+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.031976793,-78.86589498,0.031976793,-78.86589498,1144.48,2017/10/31 13:34:23+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.031989953,-78.86588618,0.031989953,-78.86588618,1143.8,2017/10/31 13:34:25+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032001017,-78.86587906,0.032001017,-78.86587906,1143,2017/10/31 13:34:27+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032010991,-78.86587637,0.032010991,-78.86587637,1142.54,2017/10/31 13:34:29+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032018786,-78.86587671,0.032018786,-78.86587671,1142.38,2017/10/31 13:34:31+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032025073,-78.86588643,0.032025073,-78.86588643,1141.97,2017/10/31 13:34:33+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032041585,-78.86589339,0.032041585,-78.86589339,1141.47,2017/10/31 13:34:36+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032048374,-78.86589582,0.032048374,-78.86589582,1141.02,2017/10/31 13:34:38+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032059941,-78.8658954,0.032059941,-78.8658954,1140.24,2017/10/31 13:34:41+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032072347,-78.8658975,0.032072347,-78.8658975,1139.63,2017/10/31 13:34:43+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032085171,-78.86590395,0.032085171,-78.86590395,1139.29,2017/10/31 13:34:45+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032096151,-78.86590311,0.032096151,-78.86590311,1138.55,2017/10/31 13:34:47+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032115514,-78.86589993,0.032115514,-78.86589993,1137.67,2017/10/31 13:34:50+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032126578,-78.8658959,0.032126578,-78.8658959,1137.2,2017/10/31 13:34:52+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032129511,-78.86588149,0.032129511,-78.86588149,1136.78,2017/10/31 13:34:54+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032135379,-78.86587235,0.032135379,-78.86587235,1136.57,2017/10/31 13:34:56+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032135462,-78.86585735,0.032135462,-78.86585735,1136.02,2017/10/31 13:34:58+00,10/31/2017 8:34,UTM UPS,WGS 84,WGS 84
TRACK,0.032134708,-78.86584511,0.032134708,-78.86584511,1135.25,2017/10/31 13:35:00+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.03214024,-78.86583488,0.03214024,-78.86583488,1134.76,2017/10/31 13:35:02+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032168739,-78.86584695,0.032168739,-78.86584695,1134.17,2017/10/31 13:35:04+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032179803,-78.86585441,0.032179803,-78.86585441,1133.68,2017/10/31 13:35:06+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.03218961,-78.86586062,0.03218961,-78.86586062,1133.39,2017/10/31 13:35:08+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032201093,-78.86586464,0.032201093,-78.86586464,1133.41,2017/10/31 13:35:10+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032210983,-78.86586841,0.032210983,-78.86586841,1132.65,2017/10/31 13:35:13+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032220706,-78.8658747,0.032220706,-78.8658747,1131.98,2017/10/31 13:35:16+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032229088,-78.86588149,0.032229088,-78.86588149,1131.39,2017/10/31 13:35:18+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032236967,-78.86589549,0.032236967,-78.86589549,1131.08,2017/10/31 13:35:20+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.03223923,-78.86591267,0.03223923,-78.86591267,1131.13,2017/10/31 13:35:22+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032233782,-78.86592516,0.032233782,-78.86592516,1130.7,2017/10/31 13:35:24+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032227077,-78.86593253,0.032227077,-78.86593253,1130.65,2017/10/31 13:35:26+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032227328,-78.86594008,0.032227328,-78.86594008,1130.3,2017/10/31 13:35:28+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032240823,-78.86594452,0.032240823,-78.86594452,1129.98,2017/10/31 13:35:30+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032250965,-78.86594092,0.032250965,-78.86594092,1129.56,2017/10/31 13:35:32+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032263286,-78.86593329,0.032263286,-78.86593329,1129.4,2017/10/31 13:35:34+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.03227259,-78.86593262,0.03227259,-78.86593262,1129.58,2017/10/31 13:35:36+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.03229782,-78.86592516,0.03229782,-78.86592516,1130.11,2017/10/31 13:35:38+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032309974,-78.86591284,0.032309974,-78.86591284,1130.29,2017/10/31 13:35:40+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032331264,-78.86589943,0.032331264,-78.86589943,1130.21,2017/10/31 13:35:42+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032352638,-78.86589406,0.032352638,-78.86589406,1129.86,2017/10/31 13:35:44+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032371162,-78.86589331,0.032371162,-78.86589331,1129.82,2017/10/31 13:35:46+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032392871,-78.86588677,0.032392871,-78.86588677,1129.43,2017/10/31 13:35:48+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032409048,-78.86588434,0.032409048,-78.86588434,1129.3,2017/10/31 13:35:50+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032425728,-78.86588191,0.032425728,-78.86588191,1129.02,2017/10/31 13:35:52+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
TRACK,0.032441486,-78.86587906,0.032441486,-78.86587906,1128.79,2017/10/31 13:35:54+00,10/31/2017 8:35,UTM UPS,WGS 84,WGS 84
